,index,match_api_id,country,season,comment,stats,event_incident_typefk,elapsed,player2,subtype,player1,sortorder,team,id,n,type,goal_type,elapsed_plus,coordinates,del
25659,3,539661.0,Italy,2008/2009,n,,71,90,,,30549.0,0,10233.0,481738,27,goal,n,,,
25660,0,539905.0,Italy,2008/2009,n,,71,9,,,27599.0,0,8524.0,676658,20,goal,n,,,
25661,1,539905.0,Italy,2008/2009,n,,71,90,,,41882.0,0,10233.0,677418,27,goal,n,,,
25662,0,704373.0,Italy,2009/2010,n,,71,45,,,34008.0,0,10233.0,745042,17,goal,n,,,
25663,0,1083355.0,Italy,2011/2012,n,,71,78,,,150407.0,0,8524.0,1939236,18,goal,n,,,
25664,0,1287097.0,Italy,2012/2013,n,,71,39,,,154239.0,0,10233.0,2497723,20,goal,n,,,
25665,0,1536863.0,Italy,2013/2014,n,,71,27,46374.0,,41892.0,0,10233.0,3429540,24,goal,n,,,
25666,1,1536863.0,Italy,2013/2014,npm,,195,52,,,35421.0,0,8524.0,3429574,5,goal,npm,,,
25667,2,1536863.0,Italy,2013/2014,n,,71,82,,,244835.0,0,8524.0,3429600,29,goal,n,,,
25668,0,1786364.0,Italy,2014/2015,p,,20,18,,,35575.0,0,8524.0,4487835,130,goal,p,,,
25669,1,1786364.0,Italy,2014/2015,n,,406,30,154239.0,header,231176.0,2,10233.0,4488060,192,goal,n,,,
25670,2,1786364.0,Italy,2014/2015,n,,393,57,268394.0,shot,154239.0,2,10233.0,4488827,326,goal,n,,,
25671,3,1786364.0,Italy,2014/2015,n,,393,61,231176.0,shot,161015.0,1,10233.0,4488896,356,goal,n,,,
25672,4,1786364.0,Italy,2014/2015,n,,393,73,231176.0,shot,161015.0,1,10233.0,4489069,460,goal,n,,,
25673,0,2060626.0,Italy,2015/2016,n,,411,79,52243.0,volley,30940.0,1,10233.0,5169408,457,goal,n,,,
25674,1,2060626.0,Italy,2015/2016,n,,721,81,429988.0,tap_in,231176.0,2,10233.0,5169448,470,goal,n,,,
25675,0,539829.0,Italy,2008/2009,n,,406,85,41413.0,header,150398.0,2,10233.0,613046,259,goal,n,,,
25676,0,704523.0,Italy,2009/2010,n,,71,20,,,27684.0,0,10233.0,812789,32,goal,n,,,
25677,1,704523.0,Italy,2009/2010,n,,71,55,,,39222.0,0,8529.0,813413,37,goal,n,,,
25678,2,704523.0,Italy,2009/2010,n,,71,59,,,27657.0,0,10233.0,813490,30,goal,n,,,
25679,3,704523.0,Italy,2009/2010,p,,20,78,,,34633.0,0,8529.0,813778,31,goal,p,,,
25680,4,704523.0,Italy,2009/2010,n,,71,87,,,41404.0,0,8529.0,813924,38,goal,n,,,
25681,0,888275.0,Italy,2010/2011,n,,71,83,,,25526.0,0,10233.0,1278873,15,goal,n,,,
25682,0,1083286.0,Italy,2011/2012,p,,20,13,,,96509.0,0,8529.0,1864917,28,goal,p,,,
25683,1,1083286.0,Italy,2011/2012,n,,71,56,,,172644.0,0,8529.0,1865209,23,goal,n,,,
25684,2,1083286.0,Italy,2011/2012,o,,115,72,,,30424.0,0,10233.0,1865331,29,goal,o,,,
25685,0,1287160.0,Italy,2012/2013,n,,71,48,,,97789.0,0,10233.0,2550398,26,goal,n,,,
25686,1,1287160.0,Italy,2012/2013,n,,71,55,,,79253.0,0,8529.0,2550402,30,goal,n,,,
25687,2,1287160.0,Italy,2012/2013,n,,71,82,,,24405.0,0,8529.0,2550474,27,goal,n,,,
25688,0,1536661.0,Italy,2013/2014,n,,71,16,,,30881.0,0,10233.0,3167464,25,goal,n,,,
25689,1,1536661.0,Italy,2013/2014,n,,71,76,,,79253.0,0,8529.0,3167855,27,goal,n,,,
25690,2,1536661.0,Italy,2013/2014,n,,71,90,,,79253.0,0,8529.0,3167950,33,goal,n,,,
25691,0,1786073.0,Italy,2014/2015,n,,393,17,74009.0,shot,150395.0,0,8529.0,3929584,81,goal,n,,,
25692,1,1786073.0,Italy,2014/2015,o,,115,53,,,74009.0,3,8529.0,3930060,210,goal,o,,,
25693,2,1786073.0,Italy,2014/2015,npm,,348,76,,saved_back_into_play,210704.0,1,8529.0,3930255,346,goal,npm,,,
25694,0,537634.0,Italy,2008/2009,n,,71,61,,,39706.0,0,8530.0,391791,22,goal,n,,,
25695,0,704811.0,Italy,2009/2010,n,,71,65,,,33640.0,0,8530.0,1087737,18,goal,n,,,
25696,0,888420.0,Italy,2010/2011,n,,80,20,,shot,41542.0,4,10233.0,1431817,232,goal,n,,,
25697,1,888420.0,Italy,2010/2011,n,,44,52,,header,33640.0,3,8530.0,1431901,243,goal,n,,,
25698,2,888420.0,Italy,2010/2011,n,,393,56,33640.0,shot,37273.0,0,8530.0,1431905,291,goal,n,,,
25699,3,888420.0,Italy,2010/2011,npm,,159,76,,saved,40608.0,2,10233.0,1431943,152,goal,npm,,,
25700,0,1083385.0,Italy,2011/2012,p,,20,7,,,41694.0,0,8530.0,1932082,23,goal,p,,,
25701,1,1083385.0,Italy,2011/2012,n,,71,49,,,18733.0,0,8530.0,1932384,27,goal,n,,,
25702,2,1083385.0,Italy,2011/2012,n,,71,52,,,18733.0,0,8530.0,1932415,28,goal,n,,,
25703,3,1083385.0,Italy,2011/2012,n,,71,62,,,37273.0,0,8530.0,1932536,31,goal,n,,,
25704,0,1286979.0,Italy,2012/2013,n,,71,26,,,72518.0,0,10233.0,2325060,23,goal,n,,,
25705,1,1286979.0,Italy,2012/2013,n,,71,66,,,37273.0,0,8530.0,2325271,29,goal,n,,,
25706,2,1286979.0,Italy,2012/2013,n,,71,68,,,37273.0,0,8530.0,2325272,28,goal,n,,,
25707,3,1286979.0,Italy,2012/2013,n,,71,82,,,40601.0,0,10233.0,2325309,30,goal,n,,,
25708,4,1286979.0,Italy,2012/2013,n,,71,84,,,41694.0,0,8530.0,2325317,31,goal,n,,,
25709,0,1536581.0,Italy,2013/2014,n,,71,60,,,18733.0,0,8530.0,3048723,23,goal,n,,,
25710,1,1536581.0,Italy,2013/2014,o,,115,87,,,41412.0,0,8530.0,3048948,26,goal,o,,,
25711,0,539724.0,Italy,2008/2009,n,,71,89,,,150398.0,0,10233.0,536845,26,goal,n,,,
25712,0,704419.0,Italy,2009/2010,p,,20,4,,,39286.0,0,8533.0,765684,22,goal,p,,,
25713,1,704419.0,Italy,2009/2010,n,,71,6,,,39638.0,0,8533.0,765708,23,goal,n,,,
25714,2,704419.0,Italy,2009/2010,p,,20,65,,,27657.0,0,10233.0,766488,27,goal,p,,,
25715,3,704419.0,Italy,2009/2010,n,,71,76,,,24448.0,0,8533.0,766644,28,goal,n,,,
25716,0,1082993.0,Italy,2011/2012,n,,393,48,50449.0,shot,30991.0,1,10233.0,1675083,331,goal,n,,,
25717,1,1082993.0,Italy,2011/2012,npm,,159,60,,saved,24448.0,0,8533.0,1675148,172,goal,npm,,,
25718,2,1082993.0,Italy,2011/2012,n,,406,74,26472.0,header,24448.0,1,8533.0,1675249,356,goal,n,,,
25719,3,1082993.0,Italy,2011/2012,n,,406,90,39273.0,header,42425.0,2,8533.0,1675423,366,goal,n,3.0,,
25720,0,1287300.0,Italy,2012/2013,n,,71,73,,,39447.0,0,10233.0,2731999,20,goal,n,,,
25721,0,1536783.0,Italy,2013/2014,p,,20,5,,,109121.0,0,8533.0,3312097,21,goal,p,,,
25722,1,1536783.0,Italy,2013/2014,n,,71,89,244966.0,,30881.0,0,10233.0,3312390,26,goal,n,,,
25723,2,1536783.0,Italy,2013/2014,p,,20,90,,,109121.0,1,8533.0,3312398,27,goal,p,,,
25724,0,1786044.0,Italy,2014/2015,n,,393,36,36121.0,shot,45413.0,1,8533.0,3876143,133,goal,n,,,
25725,1,1786044.0,Italy,2014/2015,n,,406,72,46374.0,header,41411.0,2,10233.0,3876965,291,goal,n,,,
25726,2,1786044.0,Italy,2014/2015,npm,,348,74,,saved_back_into_play,35575.0,0,10233.0,3876983,303,goal,npm,,,
25727,3,1786044.0,Italy,2014/2015,n,,406,84,41411.0,header,35575.0,2,10233.0,3877089,340,goal,n,,,
25728,0,2060417.0,Italy,2015/2016,n,,406,51,22283.0,header,166509.0,1,8533.0,5341357,556,goal,n,,,
25729,0,539601.0,Italy,2008/2009,n,,71,61,,,30881.0,0,8535.0,424976,26,goal,n,,,
25730,0,705350.0,Italy,2009/2010,n,,71,4,,,31725.0,0,8535.0,1004449,21,goal,n,,,
25731,1,705350.0,Italy,2009/2010,p,,20,73,,,30881.0,0,8535.0,1005067,28,goal,p,,,
25732,2,705350.0,Italy,2009/2010,n,,71,86,,,184629.0,0,8535.0,1005174,29,goal,n,,,
25733,0,888387.0,Italy,2010/2011,n,,80,40,,shot,31725.0,3,8535.0,1392772,203,goal,n,,,
25734,0,1083083.0,Italy,2011/2012,n,,393,41,24536.0,shot,41404.0,1,8535.0,1746570,301,goal,n,,,
25735,0,1287250.0,Italy,2012/2013,n,,71,33,,,27694.0,0,8535.0,2653517,25,goal,n,,,
25736,1,1287250.0,Italy,2012/2013,n,,71,58,,,24792.0,0,10233.0,2653810,28,goal,n,,,
25737,2,1287250.0,Italy,2012/2013,n,,71,62,,,155066.0,0,8535.0,2653842,32,goal,n,,,
25738,3,1287250.0,Italy,2012/2013,n,,71,69,,,46374.0,0,10233.0,2653878,34,goal,n,,,
25739,4,1287250.0,Italy,2012/2013,o,,115,77,,,39422.0,0,10233.0,2653917,27,goal,o,,,
25740,0,1536724.0,Italy,2013/2014,p,,20,27,,,30881.0,0,10233.0,3228677,22,goal,p,,,
25741,1,1536724.0,Italy,2013/2014,p,,20,33,,,27694.0,0,8535.0,3228682,21,goal,p,,,
25742,2,1536724.0,Italy,2013/2014,n,,71,34,,,39549.0,0,10233.0,3228683,24,goal,n,,,
25743,3,1536724.0,Italy,2013/2014,n,,71,42,,,27694.0,0,8535.0,3228691,26,goal,n,,,
25744,4,1536724.0,Italy,2013/2014,n,,71,57,,,27694.0,0,8535.0,3228724,29,goal,n,,,
25745,5,1536724.0,Italy,2013/2014,n,,71,77,,,41655.0,0,10233.0,3228742,28,goal,n,,,
25746,0,2060277.0,Italy,2015/2016,n,,406,60,38433.0,header,184629.0,3,8535.0,4761395,321,goal,n,,,
25747,0,539766.0,Italy,2008/2009,n,,71,33,,,30612.0,0,8564.0,563894,24,goal,n,,,
25748,1,539766.0,Italy,2008/2009,n,,71,87,,,30549.0,0,10233.0,565069,30,goal,n,,,
25749,0,704667.0,Italy,2009/2010,npm,,159,14,,saved,30743.0,0,8564.0,901301,37,goal,npm,,,
25750,1,704667.0,Italy,2009/2010,n,,406,25,30991.0,header,37767.0,0,10233.0,901318,193,goal,n,,,
25751,2,704667.0,Italy,2009/2010,p,,20,32,,,30743.0,0,8564.0,901326,198,goal,p,,,
25752,3,704667.0,Italy,2009/2010,n,,80,38,,shot,80562.0,7,8564.0,901334,203,goal,n,,,
25753,4,704667.0,Italy,2009/2010,n,,393,48,39549.0,shot,39447.0,3,8564.0,901361,219,goal,n,,,
25754,5,704667.0,Italy,2009/2010,n,,167,60,,bicycle_kick,39447.0,3,8564.0,901388,232,goal,n,,,
25755,6,704667.0,Italy,2009/2010,p,,20,74,,,36784.0,0,8564.0,901416,247,goal,p,,,
25756,7,704667.0,Italy,2009/2010,n,,80,79,,shot,24415.0,0,10233.0,901422,250,goal,n,,,
25757,0,888203.0,Italy,2010/2011,n,,393,49,30731.0,shot,35724.0,2,8564.0,1187421,307,goal,n,,,
25758,0,1083203.0,Italy,2011/2012,n,,80,86,,shot,27335.0,2,8564.0,2089957,311,goal,n,,,
25759,0,1287050.0,Italy,2012/2013,n,,71,77,,,161328.0,0,8564.0,2441705,18,goal,n,,,
25760,0,1536643.0,Italy,2013/2014,n,,71,4,,,41044.0,0,8564.0,3146651,23,goal,n,,,
25761,1,1536643.0,Italy,2013/2014,p,,20,8,,,30881.0,0,10233.0,3146652,26,goal,p,,,
25762,2,1536643.0,Italy,2013/2014,npm,,195,36,,,108808.0,0,8564.0,3146686,6,goal,npm,,,
25763,0,1786334.0,Italy,2014/2015,n,,393,37,46241.0,shot,154239.0,1,10233.0,4416733,194,goal,n,,,
25764,1,1786334.0,Italy,2014/2015,n,,393,49,134236.0,shot,46241.0,3,10233.0,4417245,457,goal,n,,,
25765,2,1786334.0,Italy,2014/2015,n,,407,66,41269.0,distance,30453.0,2,8564.0,4417652,441,goal,n,,,
25766,3,1786334.0,Italy,2014/2015,p,,20,90,,,161015.0,7,10233.0,4418287,436,goal,p,3.0,,
25767,0,2060377.0,Italy,2015/2016,n,,80,5,,shot,166648.0,2,8564.0,5289538,55,goal,n,,,
25768,1,2060377.0,Italy,2015/2016,n,,407,64,288613.0,distance,72656.0,0,8564.0,5290206,389,goal,n,,,
25769,2,2060377.0,Italy,2015/2016,n,,649,90,,tap_in,41269.0,7,10233.0,5290500,550,goal,n,3.0,,
25770,0,539781.0,Italy,2008/2009,n,,393,27,30747.0,shot,30996.0,0,8686.0,575917,216,goal,n,,,
25771,1,539781.0,Italy,2008/2009,n,,411,47,30682.0,volley,38717.0,1,8686.0,576176,243,goal,n,,,
25772,2,539781.0,Italy,2008/2009,n,,80,90,,shot,38822.0,2,8686.0,576602,294,goal,n,3.0,,
25773,0,704717.0,Italy,2009/2010,n,,80,17,,shot,30747.0,5,8686.0,913618,202,goal,n,,,
25774,1,704717.0,Italy,2009/2010,n,,393,45,38717.0,shot,30709.0,1,8686.0,913930,224,goal,n,,,
25775,2,704717.0,Italy,2009/2010,n,,406,60,38717.0,header,30709.0,1,8686.0,914275,233,goal,n,,,
25776,0,888222.0,Italy,2010/2011,n,,393,34,30714.0,shot,39447.0,2,8686.0,1216682,169,goal,n,,,
25777,1,888222.0,Italy,2010/2011,n,,393,53,30747.0,shot,39376.0,0,8686.0,1216762,184,goal,n,,,
25778,2,888222.0,Italy,2010/2011,n,,393,78,30709.0,shot,26234.0,1,10233.0,1216846,208,goal,n,,,
25779,0,1083314.0,Italy,2011/2012,n,,393,3,41329.0,shot,40165.0,1,8686.0,2003819,206,goal,n,,,
25780,0,1287230.0,Italy,2012/2013,p,,20,16,,,30714.0,0,8686.0,2633302,26,goal,p,,,
25781,1,1287230.0,Italy,2012/2013,p,,20,42,,,39447.0,0,10233.0,2633308,33,goal,p,,,
25782,2,1287230.0,Italy,2012/2013,n,,71,58,,,362195.0,0,8686.0,2633323,28,goal,n,,,
25783,3,1287230.0,Italy,2012/2013,n,,71,88,,,30747.0,0,8686.0,2633345,23,goal,n,,,
25784,0,1536706.0,Italy,2013/2014,n,,71,25,,,264842.0,0,8686.0,3209165,20,goal,n,,,
25785,1,1536706.0,Italy,2013/2014,n,,71,30,,,30714.0,0,8686.0,3209180,26,goal,n,,,
25786,2,1536706.0,Italy,2013/2014,n,,71,43,,,34305.0,0,8686.0,3209221,22,goal,n,,,
25787,3,1536706.0,Italy,2013/2014,n,,71,52,,,46875.0,0,8686.0,3209254,23,goal,n,,,
25788,0,1786344.0,Italy,2014/2015,n,,71,35,,,79187.0,2,8686.0,4433827,150,goal,n,,,
25789,1,1786344.0,Italy,2014/2015,n,,80,90,,shot,264842.0,4,8686.0,4434387,376,goal,n,4.0,,
25790,0,2060591.0,Italy,2015/2016,n,,6,42,,volley,264842.0,4,8686.0,5124966,268,goal,n,,,
25791,1,2060591.0,Italy,2015/2016,n,,406,89,71466.0,header,590494.0,2,8686.0,5126127,503,goal,n,,,
25792,0,539702.0,Italy,2008/2009,n,,406,50,41758.0,header,30549.0,1,10233.0,521259,258,goal,n,,,
25793,1,539702.0,Italy,2008/2009,dg,,304,52,,loose_ball,42388.0,2,9882.0,521272,103,goal,dg,,,
25794,0,705393.0,Italy,2009/2010,n,,406,24,24484.0,header,32748.0,1,9882.0,1041545,219,goal,n,,,
25795,0,888328.0,Italy,2010/2011,n,,39,55,,distance,27303.0,1,10233.0,1412884,317,goal,n,,,
25796,0,1287094.0,Italy,2012/2013,n,,71,16,,,57124.0,0,9882.0,2488216,22,goal,n,,,
25797,1,1287094.0,Italy,2012/2013,o,,115,36,,,39419.0,0,10233.0,2488228,26,goal,o,,,
25798,2,1287094.0,Italy,2012/2013,n,,71,73,,,161660.0,0,10233.0,2488249,28,goal,n,,,
25799,3,1287094.0,Italy,2012/2013,n,,71,88,,,282770.0,0,9882.0,2488261,31,goal,n,,,
25800,0,1536547.0,Italy,2013/2014,n,,71,9,,,46374.0,0,10233.0,2989325,23,goal,n,,,
25801,1,1536547.0,Italy,2013/2014,n,,71,50,,,42041.0,0,10233.0,2989415,27,goal,n,,,
25802,2,1536547.0,Italy,2013/2014,n,,71,66,,,41694.0,0,10233.0,2989420,33,goal,n,,,
25803,0,1786244.0,Italy,2014/2015,n,,721,17,46241.0,tap_in,161015.0,6,10233.0,4201407,141,goal,n,,,
25804,1,1786244.0,Italy,2014/2015,n,,80,19,,shot,39295.0,2,9882.0,4201412,157,goal,n,,,
25805,0,2060617.0,Italy,2015/2016,n,,721,3,46297.0,tap_in,231176.0,4,10233.0,5585873,57,goal,n,,,
25806,1,2060617.0,Italy,2015/2016,n,,393,26,231176.0,shot,280276.0,1,10233.0,5586494,200,goal,n,,,
25807,2,2060617.0,Italy,2015/2016,n,,393,74,231176.0,shot,280276.0,7,10233.0,5588601,528,goal,n,,,
25808,0,539927.0,Italy,2008/2009,p,,20,31,,,30549.0,0,10233.0,690216,20,goal,p,,,
25809,1,539927.0,Italy,2008/2009,n,,71,40,,,39626.0,0,9804.0,690292,22,goal,n,,,
25810,2,539927.0,Italy,2008/2009,n,,71,48,,,150398.0,0,10233.0,690380,21,goal,n,,,
25811,3,539927.0,Italy,2008/2009,n,,71,49,,,27690.0,0,9804.0,690391,24,goal,n,,,
25812,4,539927.0,Italy,2008/2009,n,,71,90,,,30549.0,0,10233.0,690686,26,goal,n,,,
25813,0,1536845.0,Italy,2013/2014,n,,71,86,244966.0,,30881.0,0,10233.0,3386899,29,goal,n,,,
25814,1,1536845.0,Italy,2013/2014,n,,71,90,155257.0,,161660.0,2,9804.0,3386949,28,goal,n,,,
25815,2,1536845.0,Italy,2013/2014,n,,71,90,,,41269.0,3,9804.0,3386959,26,goal,n,,,
25816,0,1786132.0,Italy,2014/2015,n,,393,42,41411.0,shot,161015.0,3,10233.0,4028974,147,goal,n,,,
25817,1,1786132.0,Italy,2014/2015,n,,411,52,31672.0,volley,150670.0,2,9804.0,4029269,195,goal,n,,,
25818,2,1786132.0,Italy,2014/2015,n,,44,63,,header,150670.0,5,9804.0,4029463,232,goal,n,,,
25819,0,2060453.0,Italy,2015/2016,n,,406,26,231176.0,header,429988.0,6,10233.0,4964204,301,goal,n,,,
25820,1,2060453.0,Italy,2015/2016,n,,80,28,,shot,33640.0,4,9804.0,4964225,284,goal,n,,,
25821,2,2060453.0,Italy,2015/2016,n,,407,34,24791.0,distance,244811.0,1,9804.0,4964364,353,goal,n,,,
25822,3,2060453.0,Italy,2015/2016,n,,393,67,26221.0,shot,231176.0,3,10233.0,4965086,554,goal,n,,,
25823,4,2060453.0,Italy,2015/2016,o,,115,89,,,110378.0,6,10233.0,4965479,672,goal,o,,,
25824,5,2060453.0,Italy,2015/2016,n,,406,90,101422.0,header,429988.0,8,10233.0,4965567,697,goal,n,4.0,,
25825,0,539645.0,Italy,2008/2009,p,,20,4,,,39644.0,0,8600.0,469966,20,goal,p,,,
25826,1,539645.0,Italy,2008/2009,p,,20,64,,,30549.0,0,10233.0,470430,24,goal,p,,,
25827,2,539645.0,Italy,2008/2009,n,,71,67,,,37767.0,0,10233.0,470458,21,goal,n,,,
25828,3,539645.0,Italy,2008/2009,n,,71,78,,,39540.0,0,8600.0,470547,26,goal,n,,,
25829,0,704487.0,Italy,2009/2010,n,,71,81,,,27734.0,0,8600.0,777340,21,goal,n,,,
25830,1,704487.0,Italy,2009/2010,n,,71,88,,,39232.0,0,8600.0,777431,22,goal,n,,,
25831,0,888162.0,Italy,2010/2011,n,,71,81,,,27684.0,0,10233.0,1145627,22,goal,n,,,
25832,0,1083139.0,Italy,2011/2012,n,,71,30,,,27734.0,0,8600.0,2121574,20,goal,n,,,
25833,1,1083139.0,Italy,2011/2012,n,,71,66,,,41542.0,0,8600.0,2122478,25,goal,n,,,
25834,0,1536569.0,Italy,2013/2014,o,,115,79,,,42041.0,0,10233.0,3017850,19,goal,o,,,
25835,0,1786072.0,Italy,2014/2015,n,,393,1,39450.0,shot,27734.0,3,8600.0,3901948,14,goal,n,,,
25836,1,1786072.0,Italy,2014/2015,n,,6,22,,volley,39284.0,1,10233.0,3902323,59,goal,n,,,
25837,2,1786072.0,Italy,2014/2015,n,,131,25,,loose_ball,161015.0,4,10233.0,3902385,76,goal,n,,,
25838,3,1786072.0,Italy,2014/2015,n,,393,41,27734.0,shot,275034.0,3,8600.0,3902719,124,goal,n,,,
25839,4,1786072.0,Italy,2014/2015,n,,393,54,161015.0,shot,41411.0,1,10233.0,3903120,164,goal,n,,,
25840,5,1786072.0,Italy,2014/2015,n,,407,87,154239.0,distance,72518.0,0,10233.0,3903658,300,goal,n,,,
25841,0,2060393.0,Italy,2015/2016,n,,721,47,27719.0,tap_in,27734.0,4,8600.0,4876052,334,goal,n,,,
25842,1,2060393.0,Italy,2015/2016,p,,20,76,,,101422.0,0,10233.0,4876688,432,goal,p,,,
25843,0,1083250.0,Italy,2011/2012,n,,71,57,,,41760.0,0,10233.0,1827107,20,goal,n,,,
25844,1,1083250.0,Italy,2011/2012,n,,71,90,,,30991.0,0,10233.0,1827354,26,goal,n,,,
25845,0,1287076.0,Italy,2012/2013,n,,71,55,,,37508.0,0,8551.0,2458622,20,goal,n,,,
25846,0,539855.0,Italy,2008/2009,n,,71,78,,,26852.0,0,10233.0,632933,18,goal,n,,,
25847,0,539577.0,Italy,2008/2009,n,,71,39,,,49677.0,0,8540.0,415373,19,goal,n,,,
25848,1,539577.0,Italy,2008/2009,n,,71,57,,,39419.0,0,8540.0,415798,23,goal,n,,,
25849,2,539577.0,Italy,2008/2009,n,,71,89,,,30549.0,0,10233.0,416409,25,goal,n,,,
25850,0,888251.0,Italy,2010/2011,n,,393,42,129391.0,shot,35575.0,1,8540.0,1264677,307,goal,n,,,
25851,0,1083320.0,Italy,2011/2012,n,,71,13,,,30991.0,0,10233.0,1892648,23,goal,n,,,
25852,1,1083320.0,Italy,2011/2012,n,,71,26,,,39488.0,0,8540.0,1892735,25,goal,n,,,
25853,2,1083320.0,Italy,2011/2012,n,,71,37,,,18823.0,0,8540.0,1892758,24,goal,n,,,
25854,3,1083320.0,Italy,2011/2012,n,,71,42,,,24443.0,0,8540.0,1892805,26,goal,n,,,
25855,4,1083320.0,Italy,2011/2012,p,,20,59,,,30991.0,0,10233.0,1893089,27,goal,p,,,
25856,5,1083320.0,Italy,2011/2012,n,,71,75,,,32747.0,0,8540.0,1893288,28,goal,n,,,
25857,6,1083320.0,Italy,2011/2012,n,,71,84,,,39207.0,0,8540.0,1893289,29,goal,n,,,
25858,7,1083320.0,Italy,2011/2012,n,,71,89,,,40601.0,0,10233.0,1893330,30,goal,n,,,
25859,0,1786313.0,Italy,2014/2015,n,,131,9,,loose_ball,434778.0,2,8540.0,4370731,60,goal,n,,,
25860,1,1786313.0,Italy,2014/2015,n,,393,30,325916.0,shot,434778.0,4,8540.0,4371154,192,goal,n,,,
25861,2,1786313.0,Italy,2014/2015,n,,393,52,268394.0,shot,161015.0,1,10233.0,4371809,320,goal,n,,,
25862,0,2060262.0,Italy,2015/2016,n,,393,90,270774.0,shot,128456.0,7,8540.0,4709937,490,goal,n,1.0,,
25863,0,539679.0,Italy,2008/2009,dg,,298,40,,shot,30549.0,1,10233.0,499163,90,goal,dg,,,
25864,1,539679.0,Italy,2008/2009,npm,,22,53,,missed,30549.0,1,10233.0,499401,127,goal,npm,,,
25865,2,539679.0,Italy,2008/2009,n,,393,69,27684.0,shot,30549.0,4,10233.0,499538,336,goal,n,,,
25866,3,539679.0,Italy,2008/2009,n,,39,80,,distance,33687.0,2,8543.0,499604,357,goal,n,,,
25867,0,704615.0,Italy,2009/2010,n,,80,39,,shot,16351.0,2,8543.0,880215,306,goal,n,,,
25868,0,888522.0,Italy,2010/2011,n,,44,7,,header,27660.0,1,8543.0,1553306,200,goal,n,,,
25869,1,888522.0,Italy,2010/2011,n,,80,12,,shot,30991.0,3,10233.0,1553327,204,goal,n,,,
25870,2,888522.0,Italy,2010/2011,n,,80,52,,shot,25598.0,3,8543.0,1553613,230,goal,n,,,
25871,3,888522.0,Italy,2010/2011,n,,44,55,,header,21446.0,3,8543.0,1553635,234,goal,n,,,
25872,4,888522.0,Italy,2010/2011,n,,393,66,18506.0,shot,21446.0,2,8543.0,1553679,252,goal,n,,,
25873,5,888522.0,Italy,2010/2011,n,,288,89,,deflected,41542.0,2,10233.0,1553804,282,goal,n,,,
25874,0,1082968.0,Italy,2011/2012,n,,393,11,30638.0,shot,37767.0,111,8543.0,1658691,353,goal,n,,,
25875,1,1082968.0,Italy,2011/2012,n,,80,54,,shot,30991.0,122,10233.0,1659679,421,goal,n,,,
25876,2,1082968.0,Italy,2011/2012,n,,393,71,30991.0,shot,72518.0,220,10233.0,1660021,419,goal,n,,,
25877,0,1287003.0,Italy,2012/2013,n,,71,79,,,39447.0,0,10233.0,2372710,14,goal,n,,,
25878,0,1536622.0,Italy,2013/2014,n,,71,60,,,72518.0,0,10233.0,3113058,19,goal,n,,,
25879,1,1536622.0,Italy,2013/2014,p,,20,72,,,30881.0,0,10233.0,3113151,21,goal,p,,,
25880,0,1786224.0,Italy,2014/2015,p,,20,30,,,101422.0,0,10233.0,4147149,187,goal,p,,,
25881,0,2060342.0,Italy,2015/2016,n,,406,35,66890.0,header,106292.0,0,8543.0,4821133,225,goal,n,,,
25882,1,2060342.0,Italy,2015/2016,n,,39,62,,distance,230190.0,0,8543.0,4822525,349,goal,n,,,
25883,0,539672.0,Italy,2008/2009,n,,393,6,30727.0,shot,30861.0,2,9885.0,485742,280,goal,n,,,
25884,1,539672.0,Italy,2008/2009,n,,406,26,30861.0,header,38827.0,1,9885.0,485798,300,goal,n,,,
25885,2,539672.0,Italy,2008/2009,n,,393,85,30727.0,shot,30712.0,5,9885.0,485971,382,goal,n,,,
25886,3,539672.0,Italy,2008/2009,p,,20,89,,,30549.0,1,10233.0,485978,383,goal,p,,,
25887,4,539672.0,Italy,2008/2009,o,,115,90,,,39455.0,1,10233.0,485989,387,goal,o,2.0,,
25888,0,704986.0,Italy,2009/2010,n,,393,16,39474.0,shot,41760.0,1,10233.0,953616,307,goal,n,,,
25889,1,704986.0,Italy,2009/2010,n,,406,42,96616.0,header,38827.0,2,9885.0,953750,332,goal,n,,,
25890,2,704986.0,Italy,2009/2010,n,,393,61,31235.0,shot,30727.0,4,9885.0,954046,391,goal,n,,,
25891,3,704986.0,Italy,2009/2010,n,,391,63,27684.0,loose_ball,41760.0,2,10233.0,954061,329,goal,n,,,
25892,4,704986.0,Italy,2009/2010,p,,20,78,,,30727.0,0,9885.0,954154,385,goal,p,,,
25893,0,888475.0,Italy,2010/2011,o,,115,7,,,24235.0,2,9885.0,1496154,268,goal,o,,,
25894,1,888475.0,Italy,2010/2011,o,,115,50,,,41760.0,2,10233.0,1496275,351,goal,o,,,
25895,2,888475.0,Italy,2010/2011,n,,393,57,46374.0,shot,41542.0,1,10233.0,1496289,337,goal,n,,,
25896,3,888475.0,Italy,2010/2011,n,,393,63,30709.0,shot,41411.0,3,9885.0,1496319,309,goal,n,,,
25897,4,888475.0,Italy,2010/2011,n,,393,83,27694.0,shot,30709.0,2,9885.0,1496473,364,goal,n,,,
25898,0,1083036.0,Italy,2011/2012,n,,393,6,41890.0,shot,41411.0,1,9885.0,1729630,214,goal,n,,,
25899,1,1083036.0,Italy,2011/2012,n,,406,31,192504.0,header,41760.0,1,10233.0,1729710,240,goal,n,,,
