,index,match_api_id,country,season,comment,stats,event_incident_typefk,elapsed,player2,subtype,player1,sortorder,team,id,n,type,goal_type,elapsed_plus,coordinates,del
0,0,489042.0,England,2008/2009,n,,406,22,38807.0,header,37799.0,5,10261.0,378998,295,goal,n,,,
1,1,489042.0,England,2008/2009,n,,393,24,24154.0,shot,24148.0,4,10260.0,379019,298,goal,n,,,
2,0,839802.0,England,2010/2011,n,,393,33,30373.0,shot,27430.0,3,10260.0,1132344,273,goal,n,,,
3,1,839802.0,England,2010/2011,n,,393,41,30829.0,shot,24148.0,2,10260.0,1132372,278,goal,n,,,
4,2,839802.0,England,2010/2011,n,,411,85,30373.0,volley,24154.0,2,10260.0,1132535,330,goal,n,,,
5,0,1024845.0,England,2011/2012,n,,80,49,,shot,70409.0,1,10260.0,1792856,329,goal,n,,,
6,1,1024845.0,England,2011/2012,p,,20,64,,,35411.0,0,10261.0,1793188,327,goal,p,,,
7,2,1024845.0,England,2011/2012,dg,,649,90,,tap_in,70409.0,3,10260.0,1793831,266,goal,dg,4.0,,
8,0,1229300.0,England,2012/2013,n,,131,4,,loose_ball,23579.0,2,10261.0,2525312,263,goal,n,,,
9,1,1229300.0,England,2012/2013,n,,649,25,,tap_in,43248.0,3,10260.0,2525586,281,goal,n,,,
10,2,1229300.0,England,2012/2013,o,,115,29,,,43248.0,0,10260.0,2525629,283,goal,o,,,
11,3,1229300.0,England,2012/2013,n,,39,58,,distance,32569.0,4,10260.0,2526097,324,goal,n,,,
12,4,1229300.0,England,2012/2013,n,,411,68,39968.0,volley,46700.0,4,10261.0,2526257,344,goal,n,,,
13,5,1229300.0,England,2012/2013,n,,393,71,34944.0,shot,30843.0,2,10260.0,2526310,345,goal,n,,,
14,6,1229300.0,England,2012/2013,n,,721,90,34944.0,tap_in,70409.0,4,10260.0,2526630,371,goal,n,,,
15,0,1474518.0,England,2013/2014,n,,393,61,94550.0,shot,26160.0,2,10261.0,3164565,306,goal,n,,,
16,1,1474518.0,England,2013/2014,dg,,299,72,,header,30843.0,3,10260.0,3164584,158,goal,dg,,,
17,0,1724158.0,England,2014/2015,n,,721,23,22543.0,tap_in,30829.0,2,10260.0,4034038,92,goal,n,,,
18,1,1724158.0,England,2014/2015,n,,393,36,41468.0,shot,30829.0,1,10260.0,4034275,127,goal,n,,,
19,2,1724158.0,England,2014/2015,n,,406,53,30829.0,header,30843.0,1,10260.0,4034581,173,goal,n,,,
20,3,1724158.0,England,2014/2015,p,,20,87,,,46700.0,0,10261.0,4035096,273,goal,p,,,
21,0,489063.0,England,2008/2009,p,,20,18,,,30843.0,1,9825.0,389918,219,goal,p,,,
22,1,489063.0,England,2008/2009,n,,393,42,30935.0,shot,30843.0,1,9825.0,390000,244,goal,n,,,
23,2,489063.0,England,2008/2009,n,,393,60,30960.0,shot,39297.0,2,9825.0,390139,267,goal,n,,,
24,0,839915.0,England,2010/2011,n,,406,45,24205.0,header,47382.0,15,10261.0,1261205,406,goal,n,,,
25,0,1025678.0,England,2011/2012,n,,393,14,39968.0,shot,26163.0,1,10261.0,1993774,207,goal,n,,,
26,1,1025678.0,England,2011/2012,n,,393,15,31013.0,shot,30843.0,1,9825.0,1993777,208,goal,n,,,
27,2,1025678.0,England,2011/2012,n,,393,90,75489.0,shot,26005.0,3,9825.0,1994033,295,goal,n,5.0,,
28,0,1229306.0,England,2012/2013,n,,393,20,32118.0,shot,31013.0,3,9825.0,2530588,229,goal,n,,,
29,1,1229306.0,England,2012/2013,n,,130,43,,direct_freekick,35411.0,1,10261.0,2530631,255,goal,n,,,
30,2,1229306.0,England,2012/2013,n,,393,51,37436.0,shot,196386.0,0,9825.0,2530656,267,goal,n,,,
31,3,1229306.0,England,2012/2013,n,,393,59,39968.0,shot,41191.0,1,10261.0,2530668,269,goal,n,,,
32,4,1229306.0,England,2012/2013,n,,406,64,143793.0,header,32118.0,3,9825.0,2530680,285,goal,n,,,
33,5,1229306.0,England,2012/2013,n,,393,69,41191.0,shot,35411.0,1,10261.0,2530690,278,goal,n,,,
34,6,1229306.0,England,2012/2013,n,,393,73,78513.0,shot,31013.0,2,9825.0,2530694,283,goal,n,,,
35,7,1229306.0,England,2012/2013,n,,406,85,31013.0,header,46469.0,1,9825.0,2530727,301,goal,n,,,
36,8,1229306.0,England,2012/2013,n,,393,87,31013.0,shot,46469.0,2,9825.0,2530732,303,goal,n,,,
37,9,1229306.0,England,2012/2013,n,,393,90,143793.0,shot,31013.0,1,9825.0,2530742,296,goal,n,2.0,,
38,0,1475087.0,England,2013/2014,n,,393,26,37436.0,shot,46539.0,1,9825.0,3431961,290,goal,n,,,
39,1,1475087.0,England,2013/2014,n,,131,42,,loose_ball,36378.0,4,9825.0,3432017,246,goal,n,,,
40,2,1475087.0,England,2013/2014,n,,406,66,36378.0,header,46469.0,2,9825.0,3432115,292,goal,n,,,
41,0,1724132.0,England,2014/2015,n,,406,15,50047.0,header,46469.0,1,9825.0,4009746,59,goal,n,,,
42,1,1724132.0,England,2014/2015,dg,,298,17,,shot,113836.0,1,9825.0,4009772,66,goal,dg,,,
43,2,1724132.0,England,2014/2015,n,,393,54,50047.0,shot,37436.0,1,9825.0,4010241,238,goal,n,,,
44,3,1724132.0,England,2014/2015,n,,393,58,427438.0,shot,46469.0,1,9825.0,4010278,254,goal,n,,,
45,4,1724132.0,England,2014/2015,n,,406,63,160243.0,header,479020.0,3,10261.0,4010351,283,goal,n,,,
46,5,1724132.0,England,2014/2015,p,,20,89,,,37436.0,0,9825.0,4010648,382,goal,p,,,
47,0,1988900.0,England,2015/2016,n,,411,72,46469.0,volley,46539.0,5,9825.0,5143330,608,goal,n,,,
48,0,489122.0,England,2008/2009,n,,80,20,,shot,33418.0,1,8472.0,456799,250,goal,n,,,
49,1,489122.0,England,2008/2009,n,,406,30,23983.0,header,24225.0,3,10261.0,456842,263,goal,n,,,
50,2,489122.0,England,2008/2009,n,,130,75,,direct_freekick,30352.0,0,8472.0,457062,320,goal,n,,,
51,0,840076.0,England,2010/2011,n,,393,52,24225.0,shot,23933.0,2,10261.0,1366085,252,goal,n,,,
52,1,840076.0,England,2010/2011,n,,391,90,36786.0,loose_ball,41980.0,1,8472.0,1366311,292,goal,n,4.0,,
53,0,1024315.0,England,2011/2012,n,,130,62,,direct_freekick,24890.0,5,10261.0,1613278,197,goal,n,,,
54,0,1229179.0,England,2012/2013,n,,80,3,,shot,26160.0,3,10261.0,2427468,161,goal,n,,,
55,1,1229179.0,England,2012/2013,o,,115,85,,,35411.0,1,10261.0,2428066,233,goal,o,,,
56,0,1474311.0,England,2013/2014,n,,406,5,24159.0,header,32627.0,2,8472.0,3092724,178,goal,n,,,
57,1,1474311.0,England,2013/2014,n,,391,58,26163.0,loose_ball,26154.0,1,10261.0,3093317,239,goal,n,,,
58,2,1474311.0,England,2013/2014,n,,407,84,70297.0,distance,184822.0,3,8472.0,3093505,271,goal,n,,,
59,0,1724289.0,England,2014/2015,n,,411,45,32627.0,volley,30348.0,4,8472.0,4320671,261,goal,n,1.0,,
60,0,1988808.0,England,2015/2016,p,,20,45,,,24159.0,10,8472.0,4951049,255,goal,p,3.0,,
61,1,1988808.0,England,2015/2016,n,,721,65,109330.0,tap_in,22964.0,2,8472.0,4951474,342,goal,n,,,
62,2,1988808.0,England,2015/2016,n,,411,86,26108.0,volley,32627.0,4,8472.0,4951729,463,goal,n,,,
63,0,489085.0,England,2008/2009,n,,414,8,34543.0,deflected,27665.0,1,8654.0,412203,259,goal,n,,,
64,1,489085.0,England,2008/2009,n,,393,37,37169.0,shot,27665.0,3,8654.0,412489,297,goal,n,,,
65,2,489085.0,England,2008/2009,n,,393,53,27665.0,shot,24773.0,2,8654.0,412768,302,goal,n,,,
66,3,489085.0,England,2008/2009,n,,393,67,26161.0,shot,30619.0,2,10261.0,412947,307,goal,n,,,
67,0,839897.0,England,2010/2011,n,,393,12,26347.0,shot,34543.0,1,8654.0,1231554,194,goal,n,,,
68,1,839897.0,England,2010/2011,n,,80,23,,shot,23933.0,7,10261.0,1231614,205,goal,n,,,
69,2,839897.0,England,2010/2011,n,,406,69,24205.0,header,47382.0,1,10261.0,1231844,253,goal,n,,,
70,0,1474933.0,England,2013/2014,n,,393,16,31292.0,shot,26160.0,2,10261.0,3218906,239,goal,n,,,
71,1,1474933.0,England,2013/2014,n,,393,33,94550.0,shot,39987.0,5,10261.0,3219094,258,goal,n,,,
72,2,1474933.0,England,2013/2014,n,,80,45,,shot,34543.0,5,8654.0,3219248,271,goal,n,2.0,,
73,3,1474933.0,England,2013/2014,n,,130,90,,direct_freekick,26160.0,14,10261.0,3219844,315,goal,n,5.0,,
74,0,1724111.0,England,2014/2015,n,,393,56,148302.0,shot,155782.0,2,8654.0,3970692,212,goal,n,,,
75,0,1988759.0,England,2015/2016,n,,407,9,37169.0,distance,25496.0,1,8654.0,4774883,223,goal,n,,,
76,1,1988759.0,England,2015/2016,n,,6,48,,volley,25496.0,4,8654.0,4775344,244,goal,n,,,
77,0,489417.0,England,2008/2009,o,,115,38,,,34574.0,5,10261.0,691761,280,goal,o,,,
78,0,840169.0,England,2010/2011,n,,406,24,23354.0,header,24751.0,1,10252.0,1498841,249,goal,n,,,
79,0,1024438.0,England,2011/2012,n,,393,13,161415.0,shot,23264.0,32,10252.0,1654269,349,goal,n,,,
80,1,1024438.0,England,2011/2012,n,,393,57,38373.0,shot,35454.0,68,10261.0,1655107,390,goal,n,,,
81,0,1229351.0,England,2012/2013,n,,393,19,94550.0,shot,46700.0,3,10261.0,2572297,238,goal,n,,,
82,1,1229351.0,England,2012/2013,n,,39,31,,distance,26160.0,4,10261.0,2572400,251,goal,n,,,
83,2,1229351.0,England,2012/2013,p,,20,49,,,148315.0,0,10252.0,2572584,285,goal,p,,,
84,0,1474174.0,England,2013/2014,n,,393,18,46700.0,shot,26163.0,4,10261.0,2982172,270,goal,n,,,
85,1,1474174.0,England,2013/2014,n,,406,67,182223.0,header,148315.0,3,10252.0,2983199,324,goal,n,,,
86,2,1474174.0,England,2013/2014,n,,80,73,,shot,31292.0,4,10261.0,2983312,330,goal,n,,,
87,0,489105.0,England,2008/2009,p,,20,17,,,24011.0,1,8668.0,437961,261,goal,p,,,
88,1,489105.0,England,2008/2009,n,,393,35,24846.0,shot,39618.0,2,8668.0,438390,287,goal,n,,,
89,2,489105.0,England,2008/2009,n,,406,45,23983.0,header,24228.0,4,10261.0,438694,299,goal,n,2.0,,
90,3,489105.0,England,2008/2009,n,,393,47,24228.0,shot,34574.0,1,10261.0,438854,302,goal,n,,,
91,0,839858.0,England,2010/2011,n,,407,45,38831.0,distance,26163.0,1,10261.0,1172519,318,goal,n,,,
92,0,1026165.0,England,2011/2012,n,,414,16,39618.0,deflected,36012.0,2,8668.0,2138310,198,goal,n,,,
93,1,1026165.0,England,2011/2012,n,,131,27,,loose_ball,8922.0,4,8668.0,2138583,208,goal,n,,,
94,2,1026165.0,England,2011/2012,n,,406,65,24156.0,header,30839.0,2,8668.0,2139723,249,goal,n,,,
95,3,1026165.0,England,2011/2012,o,,115,73,,,24023.0,1,8668.0,2139918,250,goal,o,,,
96,0,1228331.0,England,2012/2013,n,,393,15,36012.0,shot,24846.0,5,8668.0,2355710,263,goal,n,,,
97,1,1228331.0,England,2012/2013,n,,393,49,26160.0,shot,35411.0,3,10261.0,2355811,224,goal,n,,,
98,2,1228331.0,England,2012/2013,n,,393,88,36012.0,shot,25666.0,1,8668.0,2355929,248,goal,n,,,
99,3,1228331.0,England,2012/2013,n,,393,90,24225.0,shot,35411.0,0,10261.0,2355930,271,goal,n,,,
100,0,1474210.0,England,2013/2014,n,,393,5,26151.0,shot,181276.0,3,8668.0,3032718,195,goal,n,,,
101,1,1474210.0,England,2013/2014,n,,393,25,181276.0,shot,215384.0,1,8668.0,3032768,213,goal,n,,,
102,2,1474210.0,England,2013/2014,n,,393,37,31465.0,shot,181276.0,3,8668.0,3032800,222,goal,n,,,
103,3,1474210.0,England,2013/2014,n,,407,51,31292.0,distance,26160.0,1,10261.0,3032859,237,goal,n,,,
104,4,1474210.0,England,2013/2014,n,,393,89,26154.0,shot,39987.0,3,10261.0,3032968,276,goal,n,,,
105,0,1724266.0,England,2014/2015,n,,393,20,181276.0,shot,101192.0,2,8668.0,4264922,105,goal,n,,,
106,1,1724266.0,England,2014/2015,p,,20,56,,,181276.0,1,8668.0,4265554,293,goal,p,,,
107,2,1724266.0,England,2014/2015,n,,393,90,242887.0,shot,215384.0,11,8668.0,4266195,499,goal,n,3.0,,
108,0,1988949.0,England,2015/2016,n,,393,23,160713.0,shot,30895.0,1,8668.0,5246749,203,goal,n,,,
109,1,1988949.0,England,2015/2016,p,,20,88,,,215384.0,1,8668.0,5248646,717,goal,p,,,
110,2,1988949.0,England,2015/2016,p,,20,90,,,215384.0,14,8668.0,5248836,761,goal,p,4.0,,
111,0,489186.0,England,2008/2009,dg,,298,83,,shot,35608.0,0,8549.0,508138,126,goal,dg,,,
112,0,489310.0,England,2008/2009,n,,393,47,24372.0,shot,23937.0,1,8559.0,596460,293,goal,n,,,
113,0,839951.0,England,2010/2011,p,,20,18,,,23934.0,1,8559.0,1284348,325,goal,p,,,
114,1,839951.0,England,2010/2011,n,,393,39,34261.0,shot,130670.0,1,8559.0,1284651,353,goal,n,,,
115,2,839951.0,England,2010/2011,n,,393,50,23934.0,shot,34261.0,1,8559.0,1284903,369,goal,n,,,
116,3,839951.0,England,2010/2011,n,,80,52,,shot,47382.0,2,10261.0,1284927,370,goal,n,,,
117,4,839951.0,England,2010/2011,n,,71,72,,,34261.0,1,8559.0,1285223,395,goal,n,,,
118,5,839951.0,England,2010/2011,p,,20,90,,,23934.0,0,8559.0,1285539,422,goal,p,3.0,,
119,0,1025081.0,England,2011/2012,n,,411,69,24890.0,volley,26163.0,1,10261.0,1854475,213,goal,n,,,
120,1,1025081.0,England,2011/2012,n,,393,71,39968.0,shot,35411.0,0,10261.0,1854502,215,goal,n,,,
121,0,489331.0,England,2008/2009,n,,406,9,23034.0,header,39073.0,0,8667.0,611282,279,goal,n,,,
122,1,489331.0,England,2008/2009,n,,411,38,30360.0,volley,24228.0,6,10261.0,611754,323,goal,n,,,
123,0,1474996.0,England,2013/2014,n,,393,10,26154.0,shot,94550.0,3,10261.0,3296625,247,goal,n,,,
124,1,1474996.0,England,2013/2014,n,,80,42,,shot,39987.0,11,10261.0,3296948,282,goal,n,,,
125,2,1474996.0,England,2013/2014,n,,406,46,24656.0,header,24658.0,11,8667.0,3297072,290,goal,n,,,
126,3,1474996.0,England,2013/2014,n,,131,55,,loose_ball,94550.0,3,10261.0,3297195,298,goal,n,,,
127,4,1474996.0,England,2013/2014,n,,6,90,,volley,109652.0,27,10261.0,3297724,346,goal,n,3.0,,
128,0,1724205.0,England,2014/2015,n,,39,40,,distance,199834.0,1,10261.0,4107745,235,goal,n,,,
129,1,1724205.0,England,2014/2015,dg,,346,45,,,111930.0,4,8667.0,4107765,252,goal,dg,2.0,,
130,2,1724205.0,England,2014/2015,n,,407,50,160243.0,distance,264840.0,1,10261.0,4107813,288,goal,n,,,
131,3,1724205.0,England,2014/2015,n,,414,78,240236.0,deflected,31292.0,2,10261.0,4107897,408,goal,n,,,
132,0,489181.0,England,2008/2009,dg,,304,55,,loose_ball,30630.0,0,8455.0,496096,173,goal,dg,,,
133,0,840224.0,England,2010/2011,n,,411,2,30853.0,volley,31306.0,3,8455.0,1554417,222,goal,n,,,
134,1,840224.0,England,2010/2011,n,,395,10,24890.0,,33852.0,0,10261.0,1554460,228,goal,n,,,
135,2,840224.0,England,2010/2011,n,,406,83,30631.0,header,26564.0,2,8455.0,1555396,315,goal,n,,,
136,3,840224.0,England,2010/2011,n,,406,90,150613.0,header,24228.0,1,10261.0,1555555,328,goal,n,3.0,,
137,0,1025961.0,England,2011/2012,n,,393,19,150466.0,shot,46700.0,1,10261.0,2110524,168,goal,n,,,
138,1,1025961.0,England,2011/2012,n,,411,90,24225.0,volley,46700.0,1,10261.0,2111417,208,goal,n,4.0,,
139,0,1228291.0,England,2012/2013,p,,20,22,,,107417.0,0,8455.0,2305145,208,goal,p,,,
140,1,1228291.0,England,2012/2013,n,,393,45,107417.0,shot,30853.0,0,8455.0,2305205,225,goal,n,3.0,,
141,0,1474959.0,England,2013/2014,n,,393,27,31306.0,shot,107417.0,2,8455.0,3250569,248,goal,n,,,
142,1,1474959.0,England,2013/2014,n,,393,34,33639.0,shot,107417.0,3,8455.0,3250659,255,goal,n,,,
143,2,1474959.0,England,2013/2014,p,,20,63,,,107417.0,1,8455.0,3251181,282,goal,p,,,
144,0,1724184.0,England,2014/2015,n,,393,43,31306.0,shot,128864.0,3,8455.0,4062913,239,goal,n,,,
145,1,1724184.0,England,2014/2015,n,,393,59,128864.0,shot,19243.0,2,8455.0,4063268,345,goal,n,,,
146,0,1988963.0,England,2015/2016,n,,393,5,94086.0,shot,19243.0,1,8455.0,5284180,55,goal,n,,,
147,1,1988963.0,England,2015/2016,n,,39,9,,distance,150250.0,3,8455.0,5284277,121,goal,n,,,
148,2,1988963.0,England,2015/2016,n,,393,17,19243.0,shot,94086.0,1,8455.0,5284414,200,goal,n,,,
149,3,1988963.0,England,2015/2016,n,,393,59,30613.0,shot,150250.0,3,8455.0,5285261,588,goal,n,,,
150,4,1988963.0,England,2015/2016,n,,393,83,72541.0,shot,303059.0,2,8455.0,5285884,709,goal,n,,,
151,5,1988963.0,England,2015/2016,n,,407,90,160243.0,distance,166422.0,1,10261.0,5286023,806,goal,n,,,
152,0,489360.0,England,2008/2009,n,,406,33,24435.0,header,40005.0,1,10194.0,641193,306,goal,n,,,
153,1,489360.0,England,2008/2009,n,,406,81,34574.0,header,47382.0,2,10261.0,641459,340,goal,n,,,
154,0,840152.0,England,2010/2011,n,,406,28,34601.0,header,33881.0,4,10194.0,1464802,265,goal,n,,,
155,1,840152.0,England,2010/2011,n,,80,46,,shot,34601.0,4,10194.0,1465310,312,goal,n,,,
156,2,840152.0,England,2010/2011,n,,130,49,,direct_freekick,35467.0,0,10194.0,1465367,298,goal,n,,,
157,3,840152.0,England,2010/2011,n,,393,90,33881.0,shot,38755.0,4,10194.0,1466213,334,goal,n,2.0,,
158,0,1024692.0,England,2011/2012,n,,406,12,39968.0,header,35411.0,1,10261.0,1750354,242,goal,n,,,
159,1,1024692.0,England,2011/2012,n,,721,40,35454.0,tap_in,35411.0,1,10261.0,1750535,248,goal,n,,,
160,2,1024692.0,England,2011/2012,p,,20,75,,,33881.0,0,10194.0,1750798,286,goal,p,,,
161,3,1024692.0,England,2011/2012,p,,20,81,,,35411.0,0,10261.0,1750820,305,goal,p,,,
162,0,1229242.0,England,2012/2013,n,,80,47,,shot,46700.0,3,10261.0,2502084,283,goal,n,,,
163,1,1229242.0,England,2012/2013,n,,406,81,31953.0,header,33881.0,6,10194.0,2502715,321,goal,n,,,
164,2,1229242.0,England,2012/2013,n,,411,85,30988.0,volley,31953.0,4,10194.0,2502773,326,goal,n,,,
165,0,1475070.0,England,2013/2014,n,,407,42,110148.0,distance,37194.0,4,10194.0,3382225,248,goal,n,,,
166,0,1724039.0,England,2014/2015,n,,406,15,106228.0,header,30830.0,1,10194.0,3794546,244,goal,n,,,
167,0,1988989.0,England,2015/2016,n,,407,80,72735.0,distance,176300.0,2,10194.0,5354294,651,goal,n,,,
168,0,489383.0,England,2008/2009,n,,393,22,37139.0,shot,24800.0,3,8650.0,668004,223,goal,n,,,
169,1,489383.0,England,2008/2009,n,,406,28,30618.0,header,37139.0,1,8650.0,668021,231,goal,n,,,
170,2,489383.0,England,2008/2009,n,,406,87,34222.0,header,95327.0,2,8650.0,668761,294,goal,n,,,
171,0,840196.0,England,2010/2011,n,,288,10,,deflected,33632.0,2,8650.0,1532185,220,goal,n,,,
172,1,840196.0,England,2010/2011,p,,20,59,,,37139.0,2,8650.0,1532503,277,goal,p,,,
173,2,840196.0,England,2010/2011,n,,393,65,37139.0,shot,40636.0,0,8650.0,1532544,285,goal,n,,,
174,0,1025141.0,England,2011/2012,o,,115,25,,,25984.0,1,8650.0,1855615,154,goal,o,,,
175,1,1025141.0,England,2011/2012,n,,393,30,39109.0,shot,33781.0,1,8650.0,1855626,147,goal,n,,,
176,2,1025141.0,England,2011/2012,n,,130,67,,direct_freekick,33781.0,0,8650.0,1855683,199,goal,n,,,
177,3,1025141.0,England,2011/2012,n,,393,78,156008.0,shot,30618.0,0,8650.0,1855696,203,goal,n,,,
178,0,1229197.0,England,2012/2013,n,,411,44,26163.0,volley,26160.0,1,10261.0,2459077,253,goal,n,,,
179,1,1229197.0,England,2012/2013,n,,393,67,37475.0,shot,40636.0,1,8650.0,2459351,284,goal,n,,,
180,0,1475113.0,England,2013/2014,o,,115,20,,,22764.0,1,8650.0,3463746,196,goal,o,,,
181,1,1475113.0,England,2013/2014,n,,411,63,30618.0,volley,25984.0,4,8650.0,3465257,234,goal,n,,,
182,2,1475113.0,England,2013/2014,n,,411,65,30618.0,volley,51553.0,2,8650.0,3465343,238,goal,n,,,
183,0,1724293.0,England,2014/2015,n,,393,9,156008.0,shot,246575.0,2,8650.0,4352986,47,goal,n,,,
184,1,1724293.0,England,2014/2015,n,,80,70,,shot,47558.0,4,8650.0,4353350,431,goal,n,,,
185,0,1989054.0,England,2015/2016,n,,393,2,314605.0,shot,51553.0,1,8650.0,5530166,26,goal,n,,,
186,1,1989054.0,England,2015/2016,n,,407,30,314605.0,distance,37234.0,3,8650.0,5530820,206,goal,n,,,
187,2,1989054.0,England,2015/2016,n,,406,49,109652.0,header,46700.0,0,10261.0,5531616,399,goal,n,,,
188,3,1989054.0,England,2015/2016,dg,,298,59,,shot,242709.0,1,8650.0,5531914,488,goal,dg,,,
189,4,1989054.0,England,2015/2016,n,,414,66,108038.0,deflected,160243.0,0,10261.0,5532037,691,goal,n,,,
190,0,489159.0,England,2008/2009,n,,80,23,,shot,31907.0,2,9879.0,482197,244,goal,n,,,
191,1,489159.0,England,2008/2009,n,,393,57,37799.0,shot,24225.0,1,10261.0,482842,320,goal,n,,,
192,2,489159.0,England,2008/2009,p,,20,66,,,30338.0,1,9879.0,482919,322,goal,p,,,
193,0,840104.0,England,2010/2011,n,,393,67,30338.0,shot,34574.0,3,9879.0,1393962,310,goal,n,,,
194,0,1025287.0,England,2011/2012,n,,407,43,26163.0,distance,40565.0,0,10261.0,1889115,208,goal,n,,,
195,1,1025287.0,England,2011/2012,p,,20,52,,,30338.0,0,9879.0,1889358,216,goal,p,,,
196,2,1025287.0,England,2011/2012,n,,393,59,24741.0,shot,30956.0,5,9879.0,1889493,225,goal,n,,,
197,3,1025287.0,England,2011/2012,n,,393,65,24741.0,shot,30956.0,1,9879.0,1889619,232,goal,n,,,
198,4,1025287.0,England,2011/2012,p,,20,68,,,24741.0,2,9879.0,1889656,237,goal,p,,,
199,5,1025287.0,England,2011/2012,n,,80,85,,shot,26163.0,3,10261.0,1889893,248,goal,n,,,
200,6,1025287.0,England,2011/2012,n,,393,89,24741.0,shot,30956.0,0,9879.0,1889948,250,goal,n,,,
201,0,1229265.0,England,2012/2013,n,,414,19,34574.0,deflected,23283.0,1,9879.0,2516872,301,goal,n,,,
202,1,1229265.0,England,2012/2013,n,,393,54,109652.0,shot,26163.0,0,10261.0,2516989,351,goal,n,,,
203,2,1229265.0,England,2012/2013,n,,406,63,34574.0,header,71550.0,3,9879.0,2517013,373,goal,n,,,
204,0,1475018.0,England,2013/2014,dg,,301,47,,volley,197514.0,1,9879.0,3321084,139,goal,dg,,,
205,1,1475018.0,England,2013/2014,dg,,304,54,,loose_ball,282276.0,5,9879.0,3321207,134,goal,dg,,,
206,2,1475018.0,England,2013/2014,n,,393,68,128827.0,shot,27339.0,2,9879.0,3321460,321,goal,n,,,
207,0,489365.0,England,2008/2009,n,,131,24,,loose_ball,23949.0,3,8586.0,649927,279,goal,n,,,
208,0,840006.0,England,2010/2011,n,,393,57,26108.0,shot,30895.0,0,8586.0,1344649,391,goal,n,,,
209,1,840006.0,England,2010/2011,n,,393,81,31097.0,shot,31921.0,3,8586.0,1344911,414,goal,n,,,
210,0,1025549.0,England,2011/2012,n,,393,4,30960.0,shot,40006.0,3,8586.0,1930279,195,goal,n,,,
211,1,1025549.0,England,2011/2012,n,,411,6,30960.0,volley,30735.0,2,8586.0,1930300,191,goal,n,,,
212,2,1025549.0,England,2011/2012,n,,393,20,30960.0,shot,30735.0,0,8586.0,1930440,206,goal,n,,,
213,3,1025549.0,England,2011/2012,n,,393,34,30960.0,shot,38820.0,2,8586.0,1930501,216,goal,n,,,
214,4,1025549.0,England,2011/2012,n,,411,65,30735.0,volley,30960.0,5,8586.0,1930907,245,goal,n,,,
215,0,1229383.0,England,2012/2013,n,,130,5,,direct_freekick,31921.0,0,8586.0,2591124,240,goal,n,,,
216,1,1229383.0,England,2012/2013,n,,414,24,94550.0,deflected,31292.0,3,10261.0,2591218,258,goal,n,,,
217,2,1229383.0,England,2012/2013,n,,80,78,,shot,31921.0,2,8586.0,2591545,306,goal,n,,,
218,0,1474378.0,England,2013/2014,n,,393,13,31292.0,shot,39987.0,1,10261.0,3129589,253,goal,n,,,
219,0,1724069.0,England,2014/2015,n,,406,18,160448.0,header,30960.0,3,8586.0,3875360,66,goal,n,,,
220,1,1724069.0,England,2014/2015,n,,393,46,160243.0,shot,264840.0,3,10261.0,3876073,166,goal,n,,,
221,2,1724069.0,England,2014/2015,n,,406,58,199834.0,header,479020.0,1,10261.0,3876364,201,goal,n,,,
222,0,1988868.0,England,2015/2016,n,,406,39,157723.0,header,361315.0,3,8586.0,5110048,296,goal,n,,,
223,1,1988868.0,England,2015/2016,n,,649,74,,tap_in,351860.0,3,10261.0,5110783,554,goal,n,,,
224,2,1988868.0,England,2015/2016,n,,393,90,351860.0,shot,479020.0,8,10261.0,5111137,632,goal,n,3.0,,
225,0,489289.0,England,2008/2009,n,,393,2,24225.0,shot,34574.0,1,10261.0,572674,246,goal,n,,,
226,1,489289.0,England,2008/2009,n,,393,4,38433.0,shot,26494.0,1,8659.0,572724,247,goal,n,,,
227,2,489289.0,England,2008/2009,n,,80,9,,shot,36412.0,2,10261.0,572783,251,goal,n,,,
228,3,489289.0,England,2008/2009,n,,406,40,24890.0,header,24228.0,5,10261.0,573333,293,goal,n,,,
229,4,489289.0,England,2008/2009,n,,393,73,26553.0,shot,26494.0,3,8659.0,573989,329,goal,n,,,
230,0,839970.0,England,2010/2011,n,,393,32,23257.0,shot,33790.0,2,8659.0,1315080,260,goal,n,,,
231,1,839970.0,England,2010/2011,n,,80,71,,shot,25550.0,6,8659.0,1315693,354,goal,n,,,
232,2,839970.0,England,2010/2011,n,,393,89,25922.0,shot,25550.0,2,8659.0,1315911,275,goal,n,,,
233,3,839970.0,England,2010/2011,n,,391,90,47382.0,loose_ball,36412.0,3,10261.0,1315966,336,goal,n,2.0,,
234,0,1025810.0,England,2011/2012,n,,721,6,26163.0,tap_in,46700.0,5,10261.0,2016731,164,goal,n,,,
235,1,1025810.0,England,2011/2012,n,,393,12,46700.0,shot,26163.0,2,10261.0,2016807,168,goal,n,,,
236,2,1025810.0,England,2011/2012,n,,393,34,26163.0,shot,46700.0,1,10261.0,2016997,186,goal,n,,,
237,3,1025810.0,England,2011/2012,n,,393,53,71502.0,shot,23293.0,1,8659.0,2017371,204,goal,n,,,
238,0,1229469.0,England,2012/2013,n,,406,9,46700.0,header,31292.0,1,10261.0,2711209,208,goal,n,,,
239,1,1229469.0,England,2012/2013,n,,393,64,181276.0,shot,22964.0,2,8659.0,2712504,262,goal,n,,,
240,0,1474738.0,England,2013/2014,p,,20,87,,,239807.0,0,8659.0,3198440,311,goal,p,,,
